Completed,Difference,Fate,Hull_Number,Laid_Down,Launched,Name,Namesake,Shipyard,Type
1943-12-08,30.0,"To U.S. Navy as Sagittarius (AKN-2), scrapped 1972",1835,1943-11-08,1943-11-30,Saggitarius,J. Fred Essary,Bethlehem-Fairfield Shipyards,Cargo
1943-12-09,46.0,Scrapped 1961,1913,1943-10-24,1943-11-22,Edward Paine,Edward Paine,California Shipbuilding Corp,Cargo
1943-12-09,33.0,Kamikazied and lost off Mindoro 1945,2532,1943-11-06,1943-11-26,Lewis L Dyche,Lewis Lindsay Dyche,Oregon Shipbuilding Corp,Cargo
1943-12-10,55.0,"To U.S. Navy as Matar (AK-119), scrapped 1972",1214,1943-10-16,1943-11-30,Matar,Napoleon B. Broward,St Johns River Shipbuilding Co,Cargo
1943-12-10,27.0,"Sold private 1947, wrecked and scrapped 1952",2706,1943-11-13,1943-12-02,Alexander Wilson,Alexander Wilson,Permanente Metals Co Yard,Cargo
1943-12-10,28.0,"Sold private 1947, scrapped 1972",2705,1943-11-12,1943-11-30,Richard B Moore,Richard B. Moore,Permanente Metals Co Yard,Cargo
1943-12-10,63.0,"Wrecked Mindanao 1945, refloated, disposition unknown",1506,1943-10-08,1943-11-30,Robert Battey,Robert Battey,J A Jones Construction Co (Brunswick),Cargo
1943-12-10,60.0,Scrapped 1971,2201,1943-10-11,1943-11-24,Mercy Warren,Mercy Warren,New England Shipbuilding Corp,Cargo
1943-12-10,40.0,"Wrecked off Okinawa 1945, CTL, scuttled off California with chemical weapons 1958",2124,1943-10-31,1943-11-26,William C Ralston,William C. Ralston,Permanente Metals Co Yard,Cargo
1943-12-11,33.0,Broke in two and sank 1944,2533,1943-11-08,1943-11-27,John Straub,John Straub,Oregon Shipbuilding Corp,Cargo
1943-12-11,52.0,Bombed and lost off Normandy 1944,2420,1943-10-20,1943-11-30,Charles Morgan,Charles Morgan,Todd Houston Shipbuilding Corp,Cargo
1943-12-12,47.0,Scrapped 1967,1914,1943-10-26,1943-11-23,Sylvester Pattie,Sylvester Pattie,California Shipbuilding Corp,Cargo
1943-12-12,27.0,Scrapped 1960,2707,1943-11-15,1943-12-05,Jose C Barbosa,José C. Barbosa,Permanente Metals Co Yard,Cargo
1943-12-12,59.0,"To U.S. Navy as Giraffe (IX-118), sold private 1948, scrapped 1967",1907,1943-10-14,1943-11-11,Giraffe ,Sanford B. Dole,California Shipbuilding Corp,Tanker
1943-12-12,31.0,"Sold private 1947, scrapped 1965",2125,1943-11-11,1943-11-29,Lawrence Gianella,Lawrence Gianella,Permanente Metals Co Yard,Cargo
1943-12-13,31.0,"Sold private 1947, sunk 1968",1837,1943-11-12,1943-12-03,Samvard,Samvard,Bethlehem-Fairfield Shipyards,Cargo
1943-12-13,33.0,"Sold private 1947, scrapped 1968",2534,1943-11-10,1943-11-29,Wilbur O Atwater,Wilbur O. Atwater,Oregon Shipbuilding Corp,Cargo
1943-12-13,30.0,Scrapped 1959,1838,1943-11-13,1943-12-04,Louis Kossuth,Louis Kossuth,Bethlehem-Fairfield Shipyards,Cargo
1943-12-13,89.0,"Sold private 1951, scrapped 1971",1925,1943-09-15,1943-10-30,Charles A Wickliffe ,Charles A. Wickliffe,Delta Shipbuilding Co,Tanker
1943-12-13,58.0,"To U.S. Navy as Ibex (IX-119), sold private 1948, wrecked and scrapped 1966",1908,1943-10-16,1943-11-15,Ibex,Nicholas Longworth,California Shipbuilding Corp,Tanker
1943-12-14,56.0,"Sold private 1947, scrapped 1971",1071,1943-10-19,1943-11-30,Edwin L Godkin,Edwin L. Godkin,Southeastern Shipbuilding Corp,Cargo
1943-12-14,30.0,"Sold private 1947, scrapped 1962",1839,1943-11-14,1943-12-06,Samport,Samport,Bethlehem-Fairfield Shipyards,Cargo
1943-12-14,28.0,"Sold private 1947, scrapped 1967",2708,1943-11-16,1943-12-06,Alexander Mitchell,Alexander Mitchell,Permanente Metals Co Yard,Cargo
1943-12-15,29.0,Scrapped 1971,1841,1943-11-16,1943-12-05,Joshua B Lippincott,Joshua B. Lippincott,Bethlehem-Fairfield Shipyards,Cargo
1943-12-15,59.0,"To U.S. Navy as Jaguar (IX-120), sold private 1948, wrecked and scrapped 1954",1909,1943-10-17,1943-11-20,Jaguar,Charles T. Yerkes,California Shipbuilding Corp,Tanker
1943-12-15,33.0,Scrapped 1961,2535,1943-11-12,1943-12-01,Isaac McCoy,Isaac McCoy,Oregon Shipbuilding Corp,Cargo
1943-12-16,93.0,Scrapped 1972,1537,1943-09-14,1943-11-06,William B Wilson,William B. Wilson,J A Jones Construction Co (Panama City),Cargo
1943-12-16,55.0,"Sold private 1947, scrapped 1969",2205,1943-10-22,1943-12-07,Webb Miller,Webb Miller,New England Shipbuilding Corp,Cargo
1943-12-16,30.0,"Sold private 1947, scrapped 1962",2126,1943-11-16,1943-12-04,George H Powell,George H. Powell,Permanente Metals Co Yard,Cargo
1943-12-16,28.0,"Sold private 1947, scrapped 1970",2709,1943-11-18,1943-12-07,J C Osgood,J. C. Osgood,Permanente Metals Co Yard,Cargo
1943-12-16,27.0,"Sold private 1947, scrapped 1967",2710,1943-11-19,1943-12-08,Frank H Evers,Frank H. Evers,Permanente Metals Co Yard,Cargo
1943-12-16,57.0,"Sold private 1947, scrapped 1969",2202,1943-10-20,1943-12-03,Samspring,Charles Augustus Young,New England Shipbuilding Corp,Cargo
1943-12-17,80.0,"To U.S. Navy as Kangaroo (IX-121), sold private 1948, scrapped 1969",1923,1943-09-28,1943-11-06,Kangaroo ,Paul Tulane,Delta Shipbuilding Co,Tanker
1943-12-17,32.0,"Sold private 1947, damaged in collision and scrapped 1967",1840,1943-11-15,1943-12-07,Samyale,Samyale,Bethlehem-Fairfield Shipyards,Cargo
1943-12-17,53.0,"Sold private 1947, scrapped 1968",2421,1943-10-25,1943-12-07,John W Gates,John W. Gates,Todd Houston Shipbuilding Corp,Cargo
1943-12-17,34.0,Scrapped 1961,2536,1943-11-13,1943-12-03,John W Davis,John Wesley Davis,Oregon Shipbuilding Corp,Cargo
1943-12-17,55.0,"Sold private 1947, scrapped 1967",1507,1943-10-23,1943-12-09,Samdee,Patrick H. Morrissey,J A Jones Construction Co (Brunswick),Cargo
1943-12-18,30.0,"Sold private 1947, scrapped 1969",1842,1943-11-18,1943-12-09,Sambalt,Sambalt,Bethlehem-Fairfield Shipyards,Cargo
1943-12-18,54.0,"Converted to pipe carrier 1944, converted to cable carrier for AT&T 1956, NDRF 1984. Transferred to Greece in 2008, renamed S/S Hellas Liberty and preserved as a museum ship.",1215,1943-10-25,1943-12-07,Arthur M Huddell,Arthur M. Huddell,St Johns River Shipbuilding Co,Cargo
1943-12-18,50.0,Scrapped 1961,1915,1943-10-29,1943-11-25,Leopold Damrosch,Leopold Damrosch,California Shipbuilding Corp,Cargo
1943-12-18,27.0,"Sold private 1947, scrapped 1969",2711,1943-11-21,1943-12-10,James Oliver Curwood,James Oliver Curwood,Permanente Metals Co Yard,Cargo
1943-12-19,27.0,"Sold private 1947, scrapped 1967",2712,1943-11-22,1943-12-11,Edward G Acheson,Edward G. Acheson,Permanente Metals Co Yard,Cargo
1943-12-19,49.0,"Torpedoed off Morocco 1945, declared total loss, scrapped 1948",2538,1943-10-31,1943-11-27,Henry Miller,Henry Miller,California Shipbuilding Corp,Cargo
1943-12-19,30.0,"Sold private 1947, scrapped 1967",2127,1943-11-19,1943-12-10,Jose J Acosta,José J. Acosta,Permanente Metals Co Yard,Cargo
1943-12-19,34.0,Scrapped 1961,2537,1943-11-15,1943-12-04,Enos A Mills,Enos A. Mills,Oregon Shipbuilding Corp,Cargo
1943-12-20,31.0,"Sold private 1947, scrapped 1968",1843,1943-11-19,1943-12-12,Frank R Stockton,Frank R. Stockton,Bethlehem-Fairfield Shipyards,Cargo
1943-12-20,30.0,"Sold private 1947, scrapped 1969",1844,1943-11-20,1943-12-10,Ben H Miller,Ben H. Miller,Bethlehem-Fairfield Shipyards,Cargo
1943-12-21,49.0,Scrapped 1961,2539,1943-11-02,1943-11-28,John Davey,John Davey,California Shipbuilding Corp,Cargo
1943-12-21,27.0,Scrapped 1962,2713,1943-11-24,1943-12-14,Francis Wilson,Francis Wilson,Permanente Metals Co Yard,Cargo
1943-12-21,53.0,"Sold private 1947, scrapped 1968",1072,1943-10-29,1943-12-07,A Frank Lever,"A. Francis ""Frank"" Lever",Southeastern Shipbuilding Corp,Cargo
1943-12-21,34.0,Scrapped 1966,2568,1943-11-17,1943-12-06,Grace R Hebard,Grace R. Hebard,Oregon Shipbuilding Corp,Cargo
1943-12-22,51.0,"Sold private 1947, renamed Samtampa, wrecked on Tusker Rock and scrapped 1947",2203,1943-11-01,1943-12-12,Samtampa,Peleg Wadsworth,New England Shipbuilding Corp,Cargo
1943-12-22,31.0,Scrapped 1961,2128,1943-11-21,1943-12-13,Heber M Creel,Heber M. Creel,Permanente Metals Co Yard,Cargo
1943-12-22,46.0,"Sold private 1947, scrapped 1972",2540,1943-11-06,1943-12-02,John W Searles,John W. Searles,California Shipbuilding Corp,Cargo
1943-12-22,54.0,"To U.S. Navy as Zaniah (AK-120), scrapped 1974",2422,1943-10-29,1943-12-12,Zaniah,Anthony F. Lucas,Todd Houston Shipbuilding Corp,Cargo
1943-12-22,26.0,"Sold private 1947, scrapped 1966",2714,1943-11-26,1943-12-15,Claus Spreckles,Claus Spreckels,Permanente Metals Co Yard,Cargo
1943-12-23,29.0,Scrapped 1961,2569,1943-11-24,1943-12-08,James B Miller,James B. Miller,Oregon Shipbuilding Corp,Cargo
1943-12-23,32.0,"Sold private 1947, scrapped 1963",1845,1943-11-21,1943-12-14,Samharle,Samharle,Bethlehem-Fairfield Shipyards,Cargo
1943-12-23,62.0,Sunk as breakwater off Normandy and abandoned 1944,2206,1943-10-22,1943-12-07,George S Wasson,George S. Wasson,New England Shipbuilding Corp,Cargo
1943-12-23,25.0,"Sold private 1947, scrapped 1963",2715,1943-11-28,1943-12-16,David Lubin,David Lubin,Permanente Metals Co Yard,Cargo
1943-12-23,44.0,"Sold private 1947, scrapped 1968",2541,1943-11-09,1943-12-04,Meyer Lissner,Meyer Lissner,California Shipbuilding Corp,Cargo
1943-12-24,29.0,Wrecked 1946 and scrapped in situ 1953,1848,1943-11-25,1943-12-16,Byron Darnton,Byron Darnton,Bethlehem-Fairfield Shipyards,Cargo
1943-12-24,45.0,Scrapped 1967,2542,1943-11-09,1943-12-06,Franklin H King,Franklin Hiram King,California Shipbuilding Corp,Cargo
1943-12-24,80.0,"To U.S. Navy as Leopard (IX-122), sold private 1948, CTL 1965",1926,1943-10-05,1943-11-15,Leopard ,William B. Bankhead,Delta Shipbuilding Co,Tanker
1943-12-24,30.0,Foundered 1948,1847,1943-11-24,1943-12-17,Samkey,Samkey,Bethlehem-Fairfield Shipyards,Cargo
1943-12-24,89.0,"Sold private 1949, TL 1959",1924,1943-09-26,1943-11-10,Horace H Harvey ,Horace H. Harvey,Delta Shipbuilding Co,Tanker
1943-12-24,52.0,Scrapped 1964,1216,1943-11-02,1943-12-14,Owen Wister,Owen Wister,St Johns River Shipbuilding Co,Cargo
1943-12-27,31.0,"Sold private 1947, wrecked and abandoned 1961",2570,1943-11-26,1943-12-10,Ralph Barnes,Ralph Barnes,Oregon Shipbuilding Corp,Cargo
1943-12-27,58.0,Converted to floating dock 1968,1508,1943-10-30,1943-12-15,Joe C S Blackburn,Joe C. S. Blackburn,J A Jones Construction Co (Brunswick),Cargo
1943-12-27,46.0,"Sold private 1947, scrapped 1968",2543,1943-11-11,1943-12-08,Ben B Lindsey,Ben B. Lindsey,California Shipbuilding Corp,Cargo
1943-12-27,28.0,Scrapped 1968,2716,1943-11-29,1943-12-18,Frank J Sprague,Frank J. Sprague,Permanente Metals Co Yard,Cargo
1943-12-28,46.0,"Sold private 1947, scrapped 1964",2544,1943-11-12,1943-12-10,Sherwood Anderson,Sherwood Anderson,California Shipbuilding Corp,Cargo
1943-12-28,32.0,Scrapped 1958,2129,1943-11-26,1943-12-18,Millen Grffith,Millen Griffith,Permanente Metals Co Yard,Cargo
1943-12-28,45.0,"Sold private 1947, scrapped 1969",2545,1943-11-13,1943-12-11,Philip C Shera,Philip C. Shera,California Shipbuilding Corp,Cargo
1943-12-28,52.0,Scrapped 1965,1073,1943-11-06,1943-12-15,Thomas Wolfe,Thomas Wolfe,Southeastern Shipbuilding Corp,Cargo
1943-12-29,32.0,"Sold private 1947, scrapped 1971",2571,1943-11-27,1943-12-12,Gabriel Franchere,Gabriel Franchere,Oregon Shipbuilding Corp,Cargo
1943-12-29,51.0,"To U.S. Navy as Sabik (AK-121), scrapped 1961",2423,1943-11-08,1943-12-17,Sabik,William Becknell,Todd Houston Shipbuilding Corp,Cargo
1943-12-29,29.0,"Sold private 1947, scrapped 1971",2717,1943-11-30,1943-12-19,Jean P Chouteau,Jean Pierre Chouteau,Permanente Metals Co Yard,Cargo
1943-12-29,33.0,"Sold private 1947, burnt and scrapped 1967",1849,1943-11-26,1943-12-18,Samsacola,Samsacola,Bethlehem-Fairfield Shipyards,Cargo
1943-12-29,27.0,Scrapped 1966,2718,1943-12-02,1943-12-20,Julia L Dumont,Julia L. Dumont,Permanente Metals Co Yard,Cargo
1943-12-29,88.0,Scrapped 1973,1539,1943-10-02,1943-11-13,Nathan B Forrest,Nathan B. Forrest,J A Jones Construction Co (Panama City),Cargo
1943-12-29,79.0,"To U.S. Navy as Porcupine (IX-126), bombed, torpedoed and lost in Leyte Gulf, 1944",1930,1943-10-11,1943-12-24,Porcupine ,Leif Ericson,Delta Shipbuilding Co,Tanker
1943-12-30,45.0,Scrapped 1971,2546,1943-11-15,1943-12-12,James W Johnson,James W. Johnson,California Shipbuilding Corp,Cargo
1943-12-30,31.0,"Sold private 1947, scrapped 1969",1850,1943-11-29,1943-12-20,Frederick Banting,Frederick Banting,Bethlehem-Fairfield Shipyards,Cargo
1943-12-30,48.0,Scrapped 1961,1074,1943-11-12,1943-12-20,Samvannah,Louis A. Godey,Southeastern Shipbuilding Corp,Cargo
1943-12-30,52.0,"Sold private 1947, wrecked and scrapped 1966",2204,1943-11-08,1943-12-18,Samavon,Bronson Alcott,New England Shipbuilding Corp,Cargo
1943-12-30,54.0,"Sold private 1947, scrapped 1971",2209,1943-11-06,1943-12-20,Eugene E O'Donnell,Eugene E. O'Donnell,New England Shipbuilding Corp,Cargo
1943-12-30,30.0,"launched as William R. Cox, transferred to MoWT as Samtweed; sold private 1947; scrapped 1967",1852,1943-11-30,1943-12-21,Samtweed,William Ruffin Cox,Bethlehem-Fairfield Shipyards,Cargo
1943-12-31,31.0,Torpedoed and lost off Halifax 1944,1851,1943-11-30,1943-12-21,Martin Van Buren,Martin Van Buren,Bethlehem-Fairfield Shipyards,Cargo
1943-12-31,45.0,Scrapped 1969,2547,1943-11-16,1943-12-13,John H Quick,John H. Quick,California Shipbuilding Corp,Cargo
1943-12-31,55.0,Scrapped 1961,2210,1943-11-06,1943-12-20,Samdon,Samdon,New England Shipbuilding Corp,Cargo
1943-12-31,38.0,"Sold private 1947, scrapped 1971",2550,1943-11-23,1943-12-21,William Wolfskill,William Wolfskill,California Shipbuilding Corp,Cargo
1943-12-31,47.0,"Sold private 1947, scrapped 1972",2425,1943-11-14,1943-12-21,Rebecca Boone,Rebecca Boone,Todd Houston Shipbuilding Corp,Cargo
1943-12-31,51.0,"Sold private 1947, scrapped 1968",1509,1943-11-10,1943-12-22,John B Lennon,John B. Lennon,J A Jones Construction Co (Brunswick),Cargo
1943-12-31,39.0,"Sold private 1947, scrapped 1967",2549,1943-11-22,1943-12-19,John Drew,John Drew,California Shipbuilding Corp,Cargo
1943-12-31,93.0,Scrapped 1972,1538,1943-09-29,1943-11-24,Sarah J Hale,Sarah J. Hale,J A Jones Construction Co (Panama City),Cargo
1943-12-31,30.0,"Sold private 1947, scrapped 1964",2573,1943-12-01,1943-12-16,Valery Chkalov,Grant P. Marsh,Oregon Shipbuilding Corp,Cargo
1943-12-31,50.0,"Sold private 1947, sunk 1947",2424,1943-11-11,1943-12-18,Harry Percy,Harry Percy,Todd Houston Shipbuilding Corp,Cargo
1943-12-31,28.0,Scrapped 1970,1853,1943-12-03,1943-12-23,Samforth,Samforth,Bethlehem-Fairfield Shipyards,Cargo
1943-12-31,41.0,"Sold private 1947, wrecked and scrapped 1964",2548,1943-11-20,1943-12-17,Charles Fort,Charles Fort,California Shipbuilding Corp,Cargo
1943-12-31,32.0,Scrapped 1960,2572,1943-11-29,1943-12-14,William A Henry,William A. Henry,Oregon Shipbuilding Corp,Cargo
1943-12-31,51.0,"To U.S. Navy as Baham (AK-122), later AG-71, scrapped 1973",1217,1943-11-10,1943-12-21,Elizabeth C Bellamy,Elizabeth C. Bellamy,St Johns River Shipbuilding Co,Cargo
1943-12-31,32.0,"Sold private 1947, scrapped 1967",2130,1943-11-29,1943-12-19,Otis Skinner,Otis Skinner,Permanente Metals Co Yard,Cargo
1943-12-31,25.0,"Sold private 1947, scrapped 1966",2720,1943-12-06,1943-12-24,George B Porter,George B. Porter,Permanente Metals Co Yard,Cargo
1943-12-31,26.0,"Sold private 1947, scrapped 1973",2719,1943-12-05,1943-12-23,Robert G Cousins,Robert G. Cousins,Permanente Metals Co Yard,Cargo
1944-01-01,-313.0,,551,1944-11-09,1944-12-31,Berkeley Victory,,Permanente Metals Co Yard,VC2-S-AP2
1944-01-04,32.0,Scrapped 1961,2574,1943-12-03,1943-12-18,Narcissa Whitman,Narcissa Whitman,Oregon Shipbuilding Corp,Cargo
1944-01-05,52.0,"To U.S. Navy as YAG-38, scrapped 1960",2207,1943-11-14,1943-12-24,Edward Kavanagh,Edward Kavanagh,New England Shipbuilding Corp,Cargo
1944-01-05,28.0,Scrapped 1973,2721,1943-12-08,1943-12-28,William Ford Nichols,William Ford Nichols,Permanente Metals Co Yard,Cargo
1944-01-06,33.0,"Sold private 1947, scrapped 1967",2575,1943-12-04,1943-12-20,Isaac I Stevens,Isaac I. Stevens,Oregon Shipbuilding Corp,Cargo
1944-01-07,43.0,"Sold private 1947, scrapped 1966",2551,1943-11-25,1943-12-22,Hart Crane,Hart Crane,California Shipbuilding Corp,Cargo
1944-01-07,29.0,"Sold private 1947, scrapped 1970",2722,1943-12-09,1943-12-30,Lillian Wald,Lillian Wald,Permanente Metals Co Yard,Cargo
1944-01-07,32.0,"Sold private 1947, wrecked and scrapped 1966",2576,1943-12-06,1943-12-22,William I Chamberlain,William I. Chamberlain,Oregon Shipbuilding Corp,Cargo
1944-01-08,28.0,Scrapped 1961,2723,1943-12-11,1943-12-31,George Luks,George Luks,Permanente Metals Co Yard,Cargo
1944-01-08,34.0,"To USN as Tuscana (AKN-3), scrapped 1967",2406,1943-12-05,1943-12-29,Tuscana,William Ruffin Cox,Bethlehem-Fairfield Shipyards,Cargo
1944-01-08,25.0,Scrapped 1963,2577,1943-12-14,1943-12-29,Mary E Kinney,Mary E. Kinney,Oregon Shipbuilding Corp,Cargo
1944-01-09,43.0,"Torpedoed from the air off Okinawa 1945, beached, refloated, scrapped",2231,1943-11-27,1943-12-23,Jack Singer,Jack Singer,California Shipbuilding Corp,Cargo
1944-01-10,37.0,Scrapped 1966,2405,1943-12-04,1943-12-24,Samclyde,Samclyde,Bethlehem-Fairfield Shipyards,Cargo
1944-01-10,29.0,Scrapped 1969,2724,1943-12-12,1944-01-02,William Vaughn Moody,William Vaughn Moody,Permanente Metals Co Yard,Cargo
1944-01-11,28.0,Scrapped 1959,2725,1943-12-14,1944-01-04,Oliver Kelley,Oliver Kelley,Permanente Metals Co Yard,Cargo
1944-01-12,37.0,"Sold private 1947, scrapped 1972",2407,1943-12-06,1943-12-31,Samettrick,Samettrick,Bethlehem-Fairfield Shipyards,Cargo
1944-01-12,27.0,"Wrecked 1945, scrapped 1948",2578,1943-12-16,1943-12-31,Harrington Emerson,Harrington Emerson,Oregon Shipbuilding Corp,Cargo
1944-01-13,74.0,"To U.S. Navy as Whippet (IX-129), sold private 1951, scrapped 1971",1933,1943-10-31,1943-12-15,Whippet,Eugene W. Hilgard,Delta Shipbuilding Co,Tanker
1944-01-13,29.0,"Sold private 1947, sunk 1964",2726,1943-12-15,1944-01-05,Abram S Hewitt,Abram S. Hewitt,Permanente Metals Co Yard,Cargo
1944-01-13,58.0,"Sold private 1947, scrapped 1971",1510,1943-11-16,1944-01-01,George G Crawford,George W. Crawford,J A Jones Construction Co (Brunswick),Cargo
1944-01-13,42.0,"Sold private 1947, sunk 1967",2232,1943-12-02,1943-12-26,Charles Paddock,Charles Paddock,California Shipbuilding Corp,Cargo
1944-01-14,29.0,"Sold private 1947, scrapped 1969",2727,1943-12-16,1944-01-07,William Peffer,William Peffer,Permanente Metals Co Yard,Cargo
1944-01-14,38.0,Scrapped 1970,2408,1943-12-07,1943-12-31,Samcree,Samcree,Bethlehem-Fairfield Shipyards,Cargo
1944-01-15,87.0,Scrapped 1962,927,1943-10-20,1943-12-05,Judah Touro,Pearl Harbor,Delta Shipbuilding Co,Tanker
1944-01-15,42.0,"Sold private 1947, scrapped 1967",2233,1943-12-04,1943-12-28,Edward J O'Brien,Edward J. O'Brien,California Shipbuilding Corp,Cargo
1944-01-15,28.0,"Sold private 1947, scrapped 1968",2579,1943-12-18,1944-01-05,Elwood Mead,Elwood Mead,Oregon Shipbuilding Corp,Cargo
1944-01-17,30.0,"Sold private 1947, scrapped 1967",2728,1943-12-18,1944-01-08,Ada Rehan,Ada Rehan,Permanente Metals Co Yard,Cargo
1944-01-17,38.0,"Sold private 1947, scrapped",2410,1943-12-10,1944-01-07,Sameveron,Sameveron,Bethlehem-Fairfield Shipyards,Cargo
1944-01-17,61.0,"To U.S. Navy as Menkar (AK-123), to USCG 1944, scrapped 1964",1218,1943-11-17,1943-12-31,Menkar,John White,St Johns River Shipbuilding Co,Cargo
1944-01-18,29.0,"Sold private 1947, wrecked and scrapped 1961",2580,1943-12-20,1944-01-07,Samuel V Stewart,Samuel V. Stewart,Oregon Shipbuilding Corp,Cargo
1944-01-18,30.0,"Sold private 1947, scrapped 1972",2729,1943-12-19,1944-01-10,Uriah M Rose,Uriah M. Rose,Permanente Metals Co Yard,Cargo
1944-01-18,41.0,"Sold private 1947, scrapped 1963",2552,1943-12-08,1943-12-31,Henry L Gantt,Henry L. Gantt,California Shipbuilding Corp,Cargo
1944-01-19,30.0,Scrapped 1964,2730,1943-12-20,1944-01-12,John W Burgess,John W. Burgess,Permanente Metals Co Yard,Cargo
1944-01-19,58.0,"Sold private 1947, scrapped 1969",2208,1943-11-22,1944-01-08,George T Angell,George T. Angell,New England Shipbuilding Corp,Cargo
1944-01-19,40.0,"Sold private 1947, scrapped 1967",2553,1943-12-10,1944-01-02,William Glackens,William Glackens,California Shipbuilding Corp,Cargo
1944-01-19,61.0,"Sold private 1947, scrapped 1968",2426,1943-11-19,1944-01-05,Charles Goodnight,Charles Goodnight,Todd Houston Shipbuilding Corp,Cargo
1944-01-19,41.0,Scrapped 1969,2409,1943-12-09,1944-01-08,Samfeugh,Samfeugh,Bethlehem-Fairfield Shipyards,Cargo
1944-01-20,38.0,"Sold private 1947, scrapped 1968",2411,1943-12-13,1944-01-10,Samtay,Samtay,Bethlehem-Fairfield Shipyards,Cargo
1944-01-20,93.0,Scrapped 1971,1540,1943-10-19,1943-11-27,Stephen R Mallory,Stephen R. Mallory,J A Jones Construction Co (Panama City),Cargo
1944-01-20,28.0,Scrapped 1962,2731,1943-12-23,1944-01-13,Moses G Farmer,Moses G. Farer,Permanente Metals Co Yard,Cargo
1944-01-21,58.0,Scrapped 1961,2212,1943-11-24,1944-01-13,Samythian,Samythian,New England Shipbuilding Corp,Cargo
1944-01-21,64.0,"Sold private 1947, scrapped 1968",2432,1943-11-18,1944-01-04,Ben Robertson,Ben Robertson,Southeastern Shipbuilding Corp,Cargo
1944-01-21,28.0,"Sold private 1947, scrapped 1970",2732,1943-12-24,1944-01-15,Alfred C True,Alfred C. True,Permanente Metals Co Yard,Cargo
1944-01-22,61.0,"Sold private 1947, scrapped 1969",2427,1943-11-22,1944-01-08,Andrew Briscoe,Andrew Briscoe,Todd Houston Shipbuilding Corp,Cargo
